id,club_id,round_id,name
d775fad9-9e08-4b48-9273-5ba5becf20be,3ad4a89e-7467-4894-b33d-d462928d82a3,64895b4a-abc5-4589-9629-590f4cc50b59,Yellow
922c2a53-540c-4ad5-b41f-975378895404,3ad4a89e-7467-4894-b33d-d462928d82a3,64895b4a-abc5-4589-9629-590f4cc50b59,Blue
9a1b2fec-6aca-4ee6-a800-917c491ebcd0,3ad4a89e-7467-4894-b33d-d462928d82a3,64895b4a-abc5-4589-9629-590f4cc50b59,Red
6c51b70d-6250-46ce-83c8-4e4736ce379f,fd5a30fb-c255-4b53-abc2-731ef86f0c87,9a14b1b8-e3e7-41ee-85eb-f30f1395361d,White
f680f761-3dac-4b9d-9471-c8a282d665f3,fd5a30fb-c255-4b53-abc2-731ef86f0c87,9a14b1b8-e3e7-41ee-85eb-f30f1395361d,Yellow
375f32f3-cdcb-42c0-a376-01345bd49ef3,fd5a30fb-c255-4b53-abc2-731ef86f0c87,9a14b1b8-e3e7-41ee-85eb-f30f1395361d,Blue
d68749aa-d5c0-4eb3-bd22-3ab7636af36f,fd5a30fb-c255-4b53-abc2-731ef86f0c87,9a14b1b8-e3e7-41ee-85eb-f30f1395361d,Red
c232d1e2-897d-4d4a-a029-387958cbab81,fd5a30fb-c255-4b53-abc2-731ef86f0c87,9a14b1b8-e3e7-41ee-85eb-f30f1395361d,Roses
241203f3-4923-4ab2-b74a-d497e5bbbb44,91038ed5-6dac-4218-8112-c81a13cf905e,9b0276ff-9540-4fd4-b820-096558582ade,White
4df59ca4-6f07-4dd8-bd13-6774674fb6d4,91038ed5-6dac-4218-8112-c81a13cf905e,9b0276ff-9540-4fd4-b820-096558582ade,Yellow
35f58a56-f050-4a8c-8b67-8b806f23f630,91038ed5-6dac-4218-8112-c81a13cf905e,9b0276ff-9540-4fd4-b820-096558582ade,Blue
d4beb065-6a33-4509-88fb-8afaa14a6a4d,91038ed5-6dac-4218-8112-c81a13cf905e,9b0276ff-9540-4fd4-b820-096558582ade,Red
